RELATIVE_FILE_PATH,FILE_NAME,SAMPLE_RATE,SOURCE
chapman/ecgs/g1/JS00204_0.pkl,JS00204_0.pkl,500,g1
chapman/ecgs/g1/JS00205_0.pkl,JS00205_0.pkl,500,g1
chapman/ecgs/g1/JS00206_0.pkl,JS00206_0.pkl,500,g1
chapman/ecgs/g1/JS00207_0.pkl,JS00207_0.pkl,500,g1
chapman/ecgs/g1/JS00208_0.pkl,JS00208_0.pkl,500,g1
chapman/ecgs/g1/JS00209_0.pkl,JS00209_0.pkl,500,g1
chapman/ecgs/g1/JS00210_0.pkl,JS00210_0.pkl,500,g1
chapman/ecgs/g1/JS00211_0.pkl,JS00211_0.pkl,500,g1
chapman/ecgs/g1/JS00212_0.pkl,JS00212_0.pkl,500,g1
chapman/ecgs/g1/JS00213_0.pkl,JS00213_0.pkl,500,g1
chapman/ecgs/g1/JS00215_0.pkl,JS00215_0.pkl,500,g1
chapman/ecgs/g1/JS00216_0.pkl,JS00216_0.pkl,500,g1
chapman/ecgs/g1/JS00217_0.pkl,JS00217_0.pkl,500,g1
chapman/ecgs/g1/JS00218_0.pkl,JS00218_0.pkl,500,g1
chapman/ecgs/g1/JS00219_0.pkl,JS00219_0.pkl,500,g1
chapman/ecgs/g1/JS00220_0.pkl,JS00220_0.pkl,500,g1
chapman/ecgs/g1/JS00221_0.pkl,JS00221_0.pkl,500,g1
chapman/ecgs/g1/JS00222_0.pkl,JS00222_0.pkl,500,g1
chapman/ecgs/g1/JS00223_0.pkl,JS00223_0.pkl,500,g1
chapman/ecgs/g1/JS00224_0.pkl,JS00224_0.pkl,500,g1
chapman/ecgs/g1/JS00225_0.pkl,JS00225_0.pkl,500,g1
chapman/ecgs/g1/JS00226_0.pkl,JS00226_0.pkl,500,g1
chapman/ecgs/g1/JS00227_0.pkl,JS00227_0.pkl,500,g1
chapman/ecgs/g1/JS00228_0.pkl,JS00228_0.pkl,500,g1
chapman/ecgs/g1/JS00229_0.pkl,JS00229_0.pkl,500,g1
chapman/ecgs/g1/JS00230_0.pkl,JS00230_0.pkl,500,g1
chapman/ecgs/g1/JS00231_0.pkl,JS00231_0.pkl,500,g1
chapman/ecgs/g1/JS00232_0.pkl,JS00232_0.pkl,500,g1
chapman/ecgs/g1/JS00233_0.pkl,JS00233_0.pkl,500,g1
chapman/ecgs/g1/JS00234_0.pkl,JS00234_0.pkl,500,g1
chapman/ecgs/g1/JS00235_0.pkl,JS00235_0.pkl,500,g1
chapman/ecgs/g1/JS00236_0.pkl,JS00236_0.pkl,500,g1
chapman/ecgs/g1/JS00237_0.pkl,JS00237_0.pkl,500,g1
chapman/ecgs/g1/JS00238_0.pkl,JS00238_0.pkl,500,g1
chapman/ecgs/g1/JS00239_0.pkl,JS00239_0.pkl,500,g1
chapman/ecgs/g1/JS00240_0.pkl,JS00240_0.pkl,500,g1
chapman/ecgs/g1/JS00241_0.pkl,JS00241_0.pkl,500,g1
chapman/ecgs/g1/JS00242_0.pkl,JS00242_0.pkl,500,g1
chapman/ecgs/g1/JS00243_0.pkl,JS00243_0.pkl,500,g1
chapman/ecgs/g1/JS00244_0.pkl,JS00244_0.pkl,500,g1
chapman/ecgs/g1/JS00245_0.pkl,JS00245_0.pkl,500,g1
chapman/ecgs/g1/JS00247_0.pkl,JS00247_0.pkl,500,g1
chapman/ecgs/g1/JS00248_0.pkl,JS00248_0.pkl,500,g1
chapman/ecgs/g1/JS00249_0.pkl,JS00249_0.pkl,500,g1
chapman/ecgs/g1/JS00250_0.pkl,JS00250_0.pkl,500,g1
chapman/ecgs/g1/JS00251_0.pkl,JS00251_0.pkl,500,g1
chapman/ecgs/g1/JS00252_0.pkl,JS00252_0.pkl,500,g1
chapman/ecgs/g1/JS00253_0.pkl,JS00253_0.pkl,500,g1
chapman/ecgs/g1/JS00254_0.pkl,JS00254_0.pkl,500,g1
chapman/ecgs/g1/JS00255_0.pkl,JS00255_0.pkl,500,g1
chapman/ecgs/g1/JS00256_0.pkl,JS00256_0.pkl,500,g1
chapman/ecgs/g1/JS00257_0.pkl,JS00257_0.pkl,500,g1
chapman/ecgs/g1/JS00258_0.pkl,JS00258_0.pkl,500,g1
chapman/ecgs/g1/JS00259_0.pkl,JS00259_0.pkl,500,g1
chapman/ecgs/g1/JS00260_0.pkl,JS00260_0.pkl,500,g1
chapman/ecgs/g1/JS00261_0.pkl,JS00261_0.pkl,500,g1
chapman/ecgs/g1/JS00262_0.pkl,JS00262_0.pkl,500,g1
chapman/ecgs/g1/JS00263_0.pkl,JS00263_0.pkl,500,g1
chapman/ecgs/g1/JS00264_0.pkl,JS00264_0.pkl,500,g1
chapman/ecgs/g1/JS00265_0.pkl,JS00265_0.pkl,500,g1
chapman/ecgs/g1/JS00266_0.pkl,JS00266_0.pkl,500,g1
chapman/ecgs/g1/JS00267_0.pkl,JS00267_0.pkl,500,g1
chapman/ecgs/g1/JS00268_0.pkl,JS00268_0.pkl,500,g1
chapman/ecgs/g1/JS00269_0.pkl,JS00269_0.pkl,500,g1
chapman/ecgs/g1/JS00270_0.pkl,JS00270_0.pkl,500,g1
chapman/ecgs/g1/JS00271_0.pkl,JS00271_0.pkl,500,g1
chapman/ecgs/g1/JS00272_0.pkl,JS00272_0.pkl,500,g1
chapman/ecgs/g1/JS00273_0.pkl,JS00273_0.pkl,500,g1
chapman/ecgs/g1/JS00274_0.pkl,JS00274_0.pkl,500,g1
chapman/ecgs/g1/JS00276_0.pkl,JS00276_0.pkl,500,g1
chapman/ecgs/g1/JS00277_0.pkl,JS00277_0.pkl,500,g1
chapman/ecgs/g1/JS00278_0.pkl,JS00278_0.pkl,500,g1
chapman/ecgs/g1/JS00279_0.pkl,JS00279_0.pkl,500,g1
chapman/ecgs/g1/JS00280_0.pkl,JS00280_0.pkl,500,g1
chapman/ecgs/g1/JS00281_0.pkl,JS00281_0.pkl,500,g1
chapman/ecgs/g1/JS00282_0.pkl,JS00282_0.pkl,500,g1
chapman/ecgs/g1/JS00283_0.pkl,JS00283_0.pkl,500,g1
chapman/ecgs/g1/JS00284_0.pkl,JS00284_0.pkl,500,g1
chapman/ecgs/g1/JS00285_0.pkl,JS00285_0.pkl,500,g1
chapman/ecgs/g1/JS00286_0.pkl,JS00286_0.pkl,500,g1
chapman/ecgs/g1/JS00287_0.pkl,JS00287_0.pkl,500,g1
chapman/ecgs/g1/JS00288_0.pkl,JS00288_0.pkl,500,g1
chapman/ecgs/g1/JS00289_0.pkl,JS00289_0.pkl,500,g1
chapman/ecgs/g1/JS00290_0.pkl,JS00290_0.pkl,500,g1
chapman/ecgs/g1/JS00291_0.pkl,JS00291_0.pkl,500,g1
chapman/ecgs/g1/JS00292_0.pkl,JS00292_0.pkl,500,g1
chapman/ecgs/g1/JS00293_0.pkl,JS00293_0.pkl,500,g1
chapman/ecgs/g1/JS00294_0.pkl,JS00294_0.pkl,500,g1
chapman/ecgs/g1/JS00295_0.pkl,JS00295_0.pkl,500,g1
chapman/ecgs/g1/JS00296_0.pkl,JS00296_0.pkl,500,g1
chapman/ecgs/g1/JS00297_0.pkl,JS00297_0.pkl,500,g1
chapman/ecgs/g1/JS00298_0.pkl,JS00298_0.pkl,500,g1
chapman/ecgs/g1/JS00299_0.pkl,JS00299_0.pkl,500,g1
chapman/ecgs/g1/JS00300_0.pkl,JS00300_0.pkl,500,g1
chapman/ecgs/g1/JS00301_0.pkl,JS00301_0.pkl,500,g1
chapman/ecgs/g1/JS00302_0.pkl,JS00302_0.pkl,500,g1
chapman/ecgs/g1/JS00303_0.pkl,JS00303_0.pkl,500,g1
chapman/ecgs/g1/JS00304_0.pkl,JS00304_0.pkl,500,g1
chapman/ecgs/g1/JS00305_0.pkl,JS00305_0.pkl,500,g1
chapman/ecgs/g1/JS00306_0.pkl,JS00306_0.pkl,500,g1
chapman/ecgs/g1/JS00307_0.pkl,JS00307_0.pkl,500,g1
chapman/ecgs/g1/JS00308_0.pkl,JS00308_0.pkl,500,g1
chapman/ecgs/g1/JS00309_0.pkl,JS00309_0.pkl,500,g1
chapman/ecgs/g1/JS00310_0.pkl,JS00310_0.pkl,500,g1
chapman/ecgs/g1/JS00311_0.pkl,JS00311_0.pkl,500,g1
chapman/ecgs/g1/JS00312_0.pkl,JS00312_0.pkl,500,g1
chapman/ecgs/g1/JS00313_0.pkl,JS00313_0.pkl,500,g1
chapman/ecgs/g1/JS00314_0.pkl,JS00314_0.pkl,500,g1
chapman/ecgs/g1/JS00315_0.pkl,JS00315_0.pkl,500,g1
chapman/ecgs/g1/JS00316_0.pkl,JS00316_0.pkl,500,g1
chapman/ecgs/g1/JS00317_0.pkl,JS00317_0.pkl,500,g1
chapman/ecgs/g1/JS00318_0.pkl,JS00318_0.pkl,500,g1
chapman/ecgs/g1/JS00319_0.pkl,JS00319_0.pkl,500,g1
chapman/ecgs/g1/JS00320_0.pkl,JS00320_0.pkl,500,g1
chapman/ecgs/g1/JS00321_0.pkl,JS00321_0.pkl,500,g1
chapman/ecgs/g1/JS00322_0.pkl,JS00322_0.pkl,500,g1
chapman/ecgs/g1/JS00323_0.pkl,JS00323_0.pkl,500,g1
chapman/ecgs/g1/JS00324_0.pkl,JS00324_0.pkl,500,g1
chapman/ecgs/g1/JS00325_0.pkl,JS00325_0.pkl,500,g1
chapman/ecgs/g1/JS00326_0.pkl,JS00326_0.pkl,500,g1
chapman/ecgs/g1/JS00327_0.pkl,JS00327_0.pkl,500,g1
chapman/ecgs/g1/JS00328_0.pkl,JS00328_0.pkl,500,g1
chapman/ecgs/g1/JS00329_0.pkl,JS00329_0.pkl,500,g1
chapman/ecgs/g1/JS00330_0.pkl,JS00330_0.pkl,500,g1
chapman/ecgs/g1/JS00331_0.pkl,JS00331_0.pkl,500,g1
chapman/ecgs/g1/JS00332_0.pkl,JS00332_0.pkl,500,g1
chapman/ecgs/g1/JS00333_0.pkl,JS00333_0.pkl,500,g1
chapman/ecgs/g1/JS00334_0.pkl,JS00334_0.pkl,500,g1
chapman/ecgs/g1/JS00335_0.pkl,JS00335_0.pkl,500,g1
chapman/ecgs/g1/JS00336_0.pkl,JS00336_0.pkl,500,g1
chapman/ecgs/g1/JS00337_0.pkl,JS00337_0.pkl,500,g1
chapman/ecgs/g1/JS00338_0.pkl,JS00338_0.pkl,500,g1
chapman/ecgs/g1/JS00339_0.pkl,JS00339_0.pkl,500,g1
chapman/ecgs/g1/JS00340_0.pkl,JS00340_0.pkl,500,g1
chapman/ecgs/g1/JS00341_0.pkl,JS00341_0.pkl,500,g1
chapman/ecgs/g1/JS00342_0.pkl,JS00342_0.pkl,500,g1
chapman/ecgs/g1/JS00343_0.pkl,JS00343_0.pkl,500,g1
chapman/ecgs/g1/JS00344_0.pkl,JS00344_0.pkl,500,g1
chapman/ecgs/g1/JS00345_0.pkl,JS00345_0.pkl,500,g1
chapman/ecgs/g1/JS00346_0.pkl,JS00346_0.pkl,500,g1
chapman/ecgs/g1/JS00347_0.pkl,JS00347_0.pkl,500,g1
chapman/ecgs/g1/JS00348_0.pkl,JS00348_0.pkl,500,g1
chapman/ecgs/g1/JS00349_0.pkl,JS00349_0.pkl,500,g1
chapman/ecgs/g1/JS00350_0.pkl,JS00350_0.pkl,500,g1
chapman/ecgs/g1/JS00351_0.pkl,JS00351_0.pkl,500,g1
chapman/ecgs/g1/JS00352_0.pkl,JS00352_0.pkl,500,g1
chapman/ecgs/g1/JS00353_0.pkl,JS00353_0.pkl,500,g1
chapman/ecgs/g1/JS00354_0.pkl,JS00354_0.pkl,500,g1
chapman/ecgs/g1/JS00355_0.pkl,JS00355_0.pkl,500,g1
chapman/ecgs/g1/JS00356_0.pkl,JS00356_0.pkl,500,g1
chapman/ecgs/g1/JS00357_0.pkl,JS00357_0.pkl,500,g1
chapman/ecgs/g1/JS00358_0.pkl,JS00358_0.pkl,500,g1
chapman/ecgs/g1/JS00359_0.pkl,JS00359_0.pkl,500,g1
chapman/ecgs/g1/JS00360_0.pkl,JS00360_0.pkl,500,g1
chapman/ecgs/g1/JS00361_0.pkl,JS00361_0.pkl,500,g1
chapman/ecgs/g1/JS00362_0.pkl,JS00362_0.pkl,500,g1
chapman/ecgs/g1/JS00363_0.pkl,JS00363_0.pkl,500,g1
chapman/ecgs/g1/JS00364_0.pkl,JS00364_0.pkl,500,g1
chapman/ecgs/g1/JS00365_0.pkl,JS00365_0.pkl,500,g1
chapman/ecgs/g1/JS00366_0.pkl,JS00366_0.pkl,500,g1
